     [2.20e+00,8.44e-01,4.06e-01,3.20e-01,5.60e-01,8.07e-01,7.87e-01,5.89e-01,3.44e-01,2.21e-01,2.47e-01,1.99e-01,1.24e-01,9.68e-02,5.74e-02,2.26e-02],
     [9.19e-01,3.06e+00,1.06e+00,3.13e-01,2.74e-01,5.13e-01,5.28e-01,5.12e-01,3.74e-01,1.63e-01,1.20e-01,1.20e-01,1.05e-01,7.11e-02,3.19e-02,1.97e-02],
     [2.78e-01,1.31e+00,4.35e+00,7.27e-01,4.98e-01,3.97e-01,3.87e-01,4.03e-01,4.02e-01,2.32e-01,1.40e-01,8.42e-02,5.55e-02,5.21e-02,3.50e-02,2.52e-02],
     [1.62e-01,4.52e-01,1.98e+00,6.34e+00,1.59e+00,7.01e-01,3.74e-01,3.91e-01,3.46e-01,2.79e-01,1.16e-01,5.56e-02,3.83e-02,3.16e-02,1.78e-02,9.93e-03],
     [2.38e-01,2.69e-01,3.77e-01,2.59e+00,4.34e+00,1.62e+00,8.08e-01,4.69e-01,3.14e-01,3.33e-01,1.86e-01,1.19e-01,4.50e-02,3.14e-02,3.25e-02,2.15e-02],
     [3.89e-01,1.79e-01,1.51e-01,6.32e-01,1.83e+00,2.20e+00,1.06e+00,6.17e-01,3.56e-01,2.92e-01,2.28e-01,1.18e-01,4.36e-02,2.95e-02,1.75e-02,7.39e-03],
     [3.31e-01,2.08e-01,2.98e-01,2.53e-01,6.94e-01,9.63e-01,1.02e+00,6.35e-01,3.45e-01,2.39e-01,2.23e-01,1.56e-01,6.69e-02,4.43e-02,2.11e-02,1.65e-02],
     [2.62e-01,2.74e-01,1.94e-01,1.53e-01,3.78e-01,6.26e-01,6.60e-01,7.02e-01,4.22e-01,2.46e-01,1.55e-01,1.18e-01,9.54e-02,6.07e-02,3.38e-02,1.12e-02],
     [1.55e-01,1.78e-01,2.62e-01,1.80e-01,3.34e-01,3.78e-01,4.40e-01,4.15e-01,3.89e-01,2.15e-01,1.36e-01,6.17e-02,5.49e-02,3.54e-02,2.55e-02,9.03e-03],
     [4.25e-02,6.18e-02,7.57e-02,1.54e-01,2.19e-01,2.57e-01,2.66e-01,2.59e-01,2.14e-01,1.99e-01,1.43e-01,6.32e-02,4.22e-02,2.54e-02,2.15e-02,1.39e-02],
     [6.23e-02,1.04e-01,1.10e-01,1.75e-01,3.31e-01,3.97e-01,2.45e-01,2.08e-01,2.03e-01,2.06e-01,1.49e-01,1.14e-01,6.50e-02,3.26e-02,2.04e-02,1.15e-02],
     [8.19e-02,6.45e-02,6.52e-02,8.27e-02,2.14e-01,3.41e-01,2.98e-01,2.16e-01,1.82e-01,1.16e-01,1.57e-01,1.42e-01,8.62e-02,4.43e-02,2.32e-02,1.06e-02],
     [5.17e-02,5.00e-02,4.05e-02,6.87e-02,1.50e-01,2.17e-01,1.89e-01,1.98e-01,1.47e-01,1.08e-01,9.03e-02,1.08e-01,8.82e-02,5.92e-02,3.93e-02,1.38e-02],
     [4.52e-02,5.29e-02,3.16e-02,3.55e-02,1.07e-01,1.58e-01,1.69e-01,1.32e-01,1.08e-01,7.82e-02,7.97e-02,8.33e-02,7.42e-02,5.94e-02,2.98e-02,1.49e-02],
     [1.60e-02,3.01e-02,4.07e-02,8.12e-02,7.79e-02,1.07e-01,9.31e-02,1.13e-01,1.14e-01,7.81e-02,5.89e-02,5.68e-02,8.78e-02,7.28e-02,6.35e-02,1.94e-02],
     [2.07e-02,1.87e-02,2.59e-02,1.53e-02,3.46e-02,4.36e-02,6.98e-02,4.89e-02,4.03e-02,4.53e-02,3.05e-02,2.84e-02,2.52e-02,3.09e-02,2.55e-02,1.45e-02],
