     [5.49e-01,7.26e-01,4.41e-01,2.20e-01,3.52e-01,5.14e-01,5.91e-01,5.26e-01,2.54e-01,1.09e-01,1.07e-01,8.95e-02,5.90e-02,2.72e-02,9.62e-03,1.05e-02],
     [4.35e-01,7.30e-01,5.95e-01,2.49e-01,9.57e-02,3.02e-01,4.96e-01,5.16e-01,3.86e-01,1.61e-01,7.86e-02,7.77e-02,5.11e-02,2.66e-02,1.19e-02,8.51e-03],
     [2.96e-01,6.49e-01,1.11e+00,4.66e-01,1.13e-01,9.83e-02,2.16e-01,3.92e-01,4.19e-01,2.18e-01,8.90e-02,3.94e-02,2.75e-02,2.64e-02,1.82e-02,8.23e-03],
     [1.90e-01,3.16e-01,6.19e-01,9.40e-01,2.88e-01,1.19e-01,7.21e-02,2.45e-01,3.48e-01,3.55e-01,1.98e-01,6.89e-02,3.70e-02,2.19e-02,1.11e-02,6.83e-03],
     [3.87e-01,2.10e-01,2.14e-01,5.71e-01,8.59e-01,4.04e-01,1.10e-01,5.57e-02,1.58e-01,3.28e-01,2.23e-01,1.18e-01,3.27e-02,1.10e-02,8.49e-03,6.50e-03],
     [7.68e-01,3.40e-01,1.38e-01,2.16e-01,4.32e-01,7.16e-01,2.88e-01,7.38e-02,3.80e-02,1.02e-01,1.87e-01,1.16e-01,5.84e-02,1.98e-02,3.67e-03,7.37e-03],
     [7.55e-01,8.60e-01,5.00e-01,1.12e-01,1.52e-01,3.36e-01,4.97e-01,2.47e-01,9.80e-02,3.95e-02,5.74e-02,7.45e-02,6.63e-02,1.65e-02,9.51e-03,4.52e-03],
     [6.99e-01,1.01e+00,8.74e-01,3.74e-01,8.10e-02,9.53e-02,2.16e-01,4.58e-01,1.71e-01,6.08e-02,3.95e-02,3.51e-02,5.33e-02,3.24e-02,1.50e-02,4.29e-03],
     [5.23e-01,8.24e-01,8.96e-01,5.86e-01,1.74e-01,7.54e-02,1.40e-01,2.07e-01,3.15e-01,1.51e-01,5.92e-02,1.73e-02,3.94e-02,3.26e-02,1.57e-02,8.75e-03],
     [3.06e-01,6.00e-01,7.36e-01,7.38e-01,3.69e-01,1.40e-01,6.56e-02,1.39e-01,1.70e-01,2.84e-01,1.41e-01,4.44e-02,2.86e-02,1.65e-02,1.45e-02,1.55e-02],
     [3.87e-01,3.77e-01,5.52e-01,5.03e-01,3.88e-01,2.42e-01,1.32e-01,7.24e-02,1.15e-01,1.57e-01,2.23e-01,1.20e-01,3.96e-02,1.67e-02,1.59e-02,1.98e-02],
     [6.28e-01,7.24e-01,4.77e-01,4.97e-01,3.58e-01,3.66e-01,2.98e-01,1.25e-01,8.03e-02,1.65e-01,1.89e-01,2.19e-01,1.33e-01,6.15e-02,1.76e-02,1.83e-02],
     [5.95e-01,6.92e-01,4.59e-01,3.77e-01,2.02e-01,2.32e-01,2.76e-01,2.33e-01,1.23e-01,8.23e-02,1.21e-01,1.64e-01,1.60e-01,8.91e-02,2.77e-02,6.47e-03],
     [3.49e-01,5.77e-01,5.23e-01,2.38e-01,1.64e-01,1.58e-01,2.33e-01,2.86e-01,2.03e-01,8.07e-02,9.56e-02,1.13e-01,1.04e-01,1.39e-01,5.12e-02,1.12e-02],
     [1.83e-01,5.78e-01,5.53e-01,3.81e-01,6.64e-02,1.42e-01,1.14e-01,2.36e-01,2.25e-01,1.76e-01,1.27e-01,8.99e-02,1.07e-01,8.36e-02,1.00e-01,5.27e-02],
     [2.42e-01,3.55e-01,5.77e-01,4.40e-01,9.28e-02,8.04e-02,9.53e-02,2.01e-01,2.27e-01,1.96e-01,2.22e-01,1.03e-01,5.41e-02,8.15e-02,5.85e-02,6.19e-02],
