,LocationName,Sex,AreaType,Total,00-04,05-09,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79
7303,State of Palestine,Male,Rural,1125.728,0.138368436,0.125929219,0.122070475,0.117634562,0.108570828,0.083644817,0.065562969,0.055950324,0.045488994,0.035359547,0.028990127,0.021294755,0.016339848,0.014025488,0.009639311,0.011130298
7311,Syrian Arab Republic,Male,Rural,9427.818,0.123044777,0.121410793,0.119324304,0.109705808,0.09121575,0.086077021,0.075702884,0.060208062,0.043881679,0.037973325,0.034458014,0.028102512,0.023601161,0.016415275,0.013642176,0.015236458
7319,Turkey,Male,Rural,20402.156,0.088161512,0.087572774,0.085860051,0.081818696,0.071696222,0.072883387,0.072889159,0.069014303,0.061972972,0.056186413,0.054543476,0.052442,0.046292296,0.03491855,0.026463338,0.037284849
7327,United Arab Emirates,Male,Rural,1384.795,0.080275789,0.064753393,0.038250288,0.04236415,0.079480964,0.155548084,0.203079157,0.177586974,0.091404065,0.029322081,0.015280425,0.010015661,0.006703328,0.003281164,0.001281279,0.001373198
7335,Yemen,Male,Rural,16698.308,0.15327503,0.142243893,0.129832696,0.110977749,0.092949466,0.083846623,0.067902863,0.052171798,0.035700148,0.029068063,0.027572829,0.02285511,0.018718051,0.014431029,0.009811361,0.008643289
7343,Europe,Male,Rural,196057.113,0.054463973,0.056137496,0.054223386,0.051653327,0.053896655,0.062633003,0.066833973,0.069135807,0.070832623,0.070174178,0.071653588,0.067999833,0.063120252,0.053492227,0.042488136,0.091261545
7351,Eastern Europe,Male,Rural,89550.823,0.060216181,0.061172945,0.056223423,0.050420266,0.05934554,0.073282586,0.073551898,0.073949236,0.070635458,0.063226191,0.067560803,0.06764364,0.062487009,0.046981552,0.035070279,0.078232992
7359,Belarus,Male,Rural,2160.568,0.04854226,0.053625756,0.053090361,0.03769117,0.04896571,0.059517456,0.063281618,0.066934091,0.070596268,0.066798345,0.07489936,0.072544463,0.061923582,0.061113786,0.043175869,0.117299903
7367,Bulgaria,Male,Rural,1853,0.045186843,0.048055822,0.045110425,0.043978733,0.042151413,0.054621661,0.053891118,0.058500662,0.065616721,0.064991994,0.062819302,0.067794772,0.075641684,0.086285303,0.069846321,0.115507226
7375,Czech Republic,Male,Rural,2910.655,0.057575551,0.059192052,0.049614974,0.047043988,0.056835775,0.060806537,0.06853543,0.089794648,0.081515469,0.065102585,0.063760789,0.063407087,0.068375153,0.060509834,0.044552834,0.063377292
7383,Hungary,Male,Rural,2851.842,0.049532191,0.053771644,0.056222368,0.052722077,0.061829062,0.059251804,0.061373055,0.083952222,0.078456264,0.073433469,0.060361132,0.066091106,0.066899412,0.052704992,0.047400785,0.075998418
7391,Poland,Male,Rural,15082.63,0.057872981,0.059279759,0.055632713,0.059923001,0.06806488,0.073556016,0.079610085,0.079740628,0.072695138,0.060567275,0.057808362,0.064989671,0.060596469,0.048195096,0.030151493,0.071316431
7399,Republic of Moldova,Male,Rural,1890.424,0.064471884,0.068139616,0.056464135,0.060584315,0.06930741,0.086381486,0.077851461,0.0650346,0.059516641,0.05783793,0.070376419,0.069958976,0.062075568,0.045313891,0.030444631,0.056241037
7407,Romania,Male,Rural,9804.711,0.052048956,0.058970378,0.059014635,0.053959932,0.052086469,0.070184826,0.070383359,0.081400809,0.068777221,0.06959997,0.045347858,0.059957967,0.066398567,0.055709514,0.044547716,0.091611823
7415,Russian Federation,Male,Rural,36934.612,0.067169565,0.063719551,0.058984713,0.046623638,0.059414909,0.078715157,0.07412871,0.068830023,0.069741201,0.063025996,0.07793466,0.073300183,0.058998517,0.041068855,0.028156626,0.070187695
7423,Slovakia,Male,Rural,2532.566,0.056905771,0.057571332,0.0537431,0.056543418,0.067391331,0.074136704,0.078474417,0.086871332,0.076616046,0.062027296,0.063188844,0.063108448,0.062602992,0.046984977,0.036056766,0.057777227
7431,Ukraine,Male,Rural,13529.815,0.056532746,0.062616311,0.051196101,0.048215856,0.055827475,0.068797627,0.073976793,0.072613525,0.06926581,0.059727685,0.068447922,0.061690954,0.067410406,0.043920644,0.042324337,0.097435808
7439,Northern Europe,Male,Rural,19074.615,0.057654933,0.06155676,0.056722316,0.055714824,0.047584227,0.050652292,0.05851666,0.061425761,0.068253484,0.075347053,0.077625429,0.071689787,0.062787115,0.062435923,0.046270503,0.085762931
7447,Channel Islands,Male,Rural,112.079,0.047882516,0.049379648,0.049722107,0.053142865,0.058240039,0.061060837,0.066742568,0.070186161,0.073615753,0.079732169,0.080246569,0.071675753,0.064522933,0.054715893,0.042294852,0.076839336
7455,Denmark,Male,Rural,697.731,0.052805181,0.057913358,0.059890711,0.060043584,0.047708612,0.045094621,0.047999722,0.059056693,0.069357845,0.075701652,0.078568003,0.073221506,0.067795276,0.068856127,0.054243542,0.081743568
7463,Estonia,Male,Rural,415.593,0.058871062,0.063871378,0.058770344,0.056194503,0.048057865,0.058707215,0.066678121,0.069943643,0.074464376,0.071443248,0.066926531,0.065674777,0.060189151,0.057997238,0.039187047,0.083023501
7471,Faeroe Islands,Male,Rural,28.726,0.060470084,0.072461589,0.069268577,0.070028343,0.069953205,0.049111183,0.052155634,0.061960311,0.053737926,0.075923374,0.064868464,0.060297426,0.067649298,0.056749815,0.043152057,0.072212716
7479,Finland,Male,Rural,861.607,0.051041206,0.05797199,0.057900422,0.057068186,0.043386866,0.041825873,0.05033061,0.055582666,0.053710853,0.066065021,0.074006275,0.074923325,0.075416461,0.079358421,0.051944553,0.109467272
7487,Iceland,Male,Rural,19.741,0.054023519,0.060185915,0.066478661,0.074900109,0.075571868,0.053503515,0.050044803,0.054055886,0.063421103,0.070553315,0.073781984,0.071838194,0.063961224,0.055245602,0.042254599,0.070179701
7495,Ireland,Male,Rural,1737.531,0.073535011,0.079958418,0.073712972,0.065220571,0.046974503,0.042178714,0.065023603,0.075376748,0.077393641,0.072016296,0.069211737,0.062940611,0.056252489,0.048582318,0.033935352,0.057687017
7503,Isle of Man,Male,Rural,41.608,0.049763777,0.054911432,0.058505604,0.057789274,0.045334175,0.043314898,0.050271672,0.061174271,0.072275012,0.078696226,0.080129816,0.0736619,0.064133411,0.068577517,0.049590903,0.091870112
7511,Latvia,Male,Rural,662.579,0.054525802,0.056195736,0.054719391,0.053226931,0.064494789,0.067407696,0.064390215,0.06356957,0.071067452,0.069940062,0.072073153,0.06725875,0.055659584,0.054864351,0.045062986,0.085543533
7519,Lithuania,Male,Rural,1004.416,0.060103188,0.056973215,0.049908656,0.052871143,0.058159153,0.06840739,0.069190211,0.061623948,0.062290045,0.062837446,0.068770962,0.069551518,0.058650968,0.054271725,0.049469949,0.096920483
7527,Norway,Male,Rural,1004.221,0.059460834,0.061449244,0.062561797,0.069567064,0.062980601,0.052556836,0.054506703,0.058872716,0.068640065,0.07182423,0.067633595,0.064227501,0.06229275,0.061191681,0.044193945,0.078040438
7535,Sweden,Male,Rural,1375.071,0.066909641,0.066925214,0.058069087,0.049544414,0.047050046,0.053979574,0.061199297,0.062431205,0.064611594,0.065652722,0.064108983,0.064256987,0.064116643,0.070005023,0.055417978,0.085721589
7543,United Kingdom,Male,Rural,11113.712,0.054728277,0.059301199,0.053754225,0.053698261,0.044483866,0.049443136,0.057184076,0.059412724,0.068414183,0.079632073,0.083272767,0.075009009,0.063254082,0.063500293,0.046404967,0.088506863
7551,Southern Europe,Male,Rural,46743.627,0.046274798,0.049386682,0.050476893,0.051048162,0.052585982,0.054150643,0.061059241,0.07015248,0.073751973,0.072663573,0.070161741,0.065500499,0.061923118,0.06025266,0.04892993,0.111681625
7559,Albania,Male,Rural,1361.679,0.068517558,0.066115947,0.076851704,0.097075345,0.100457338,0.082353336,0.063189304,0.057953196,0.057165487,0.055401799,0.057283988,0.062364108,0.04699901,0.034938068,0.026483773,0.04685004
7567,Andorra,Male,Rural,12.05,0.038636704,0.035670246,0.044763129,0.039691163,0.039049813,0.047556268,0.062461424,0.074539712,0.099777286,0.094044454,0.09017213,0.081894318,0.075368446,0.057098368,0.049455761,0.069820776
7575,Bosnia and Herzegovina,Male,Rural,2300.713,0.043774327,0.043349499,0.059827726,0.071553663,0.071565284,0.072909388,0.068786078,0.062144171,0.063495183,0.072688067,0.078145666,0.06783831,0.058668197,0.045326067,0.047497859,0.072430514
7583,Croatia,Male,Rural,1746.216,0.049230185,0.052579442,0.049855013,0.05659573,0.053975298,0.058065776,0.066281068,0.068934373,0.064985716,0.063005926,0.066172863,0.069731059,0.072501033,0.063979852,0.045328367,0.098778298
7591,Gibraltar,Male,Rural,0,,,,,,,,,,,,,,,,
7599,Greece,Male,Rural,2446.903,0.042422863,0.045758075,0.042148626,0.041185796,0.041498209,0.046958222,0.055562889,0.064228357,0.064956175,0.066341875,0.063556145,0.071454773,0.074229607,0.074751877,0.05801296,0.146933552
7607,Holy See,Male,Rural,0,,,,,,,,,,,,,,,,
7615,Italy,Male,Rural,18976.152,0.044103584,0.046094116,0.046605815,0.046490525,0.047853112,0.048650422,0.053911097,0.064600599,0.075095812,0.076245127,0.072607685,0.064868745,0.061389193,0.065547131,0.054277883,0.131659154
7623,Malta,Male,Rural,19.805,0.044159085,0.057898328,0.037034748,0.04660156,0.046209068,0.035852664,0.061954913,0.091289482,0.057909712,0.042340192,0.074571352,0.074149329,0.063573751,0.082215879,0.057766101,0.126473835
7631,Montenegro,Male,Rural,223.599,0.031631566,0.059688353,0.062377075,0.068499038,0.069783332,0.064988386,0.071956407,0.068734328,0.06429917,0.061333301,0.065512141,0.064381605,0.064146688,0.059009799,0.035103633,0.088555176
7639,Portugal,Male,Rural,3876.03,0.038616057,0.046069753,0.051966793,0.051544924,0.051864127,0.051447418,0.060669094,0.071910525,0.076552452,0.074197979,0.074035871,0.067440917,0.062118457,0.058839695,0.052353481,0.110372455
7647,San Marino,Male,Rural,1.848,0.044693003,0.047214353,0.046905439,0.044743278,0.0538012,0.051323071,0.060276802,0.074268037,0.069771236,0.07364928,0.076521542,0.078068996,0.070542475,0.050065558,0.051283001,0.106872727
7655,Serbia,Male,Rural,4188.657,0.044937077,0.052517003,0.058705203,0.061998716,0.066662101,0.063809314,0.065124166,0.070532274,0.068965962,0.064890964,0.065876881,0.06989617,0.072324403,0.0587238,0.036693133,0.078342831
7663,Slovenia,Male,Rural,1046.826,0.051980538,0.05450545,0.048332669,0.049379871,0.049005427,0.063838407,0.072629351,0.078936368,0.073155911,0.074263576,0.073164772,0.070474845,0.06871321,0.049710872,0.042634589,0.079274146
7671,Spain,Male,Rural,9638.354,0.0503536,0.053531832,0.049321974,0.043550321,0.044804692,0.050583488,0.068746247,0.084976918,0.082649352,0.075822382,0.068523845,0.061423938,0.055459466,0.055967776,0.04623806,0.108046109
7679,The former Yugoslav Republic of Macedonia,Male,Rural,904.795,0.062129456,0.059361134,0.059662855,0.066116905,0.079875897,0.082730377,0.077760345,0.066137292,0.055730202,0.056284985,0.061490927,0.062110222,0.061389016,0.049721832,0.037730319,0.061768234
7687,Western Europe,Male,Rural,40688.048,0.049715904,0.050269888,0.052954062,0.053158379,0.046369153,0.054555566,0.062581758,0.060988369,0.069121832,0.080181145,0.079575718,0.069925236,0.066045441,0.055862249,0.049640488,0.099054814
7695,Austria,Male,Rural,2912.36,0.047757663,0.048566318,0.051921359,0.058495438,0.059433587,0.057199108,0.062035736,0.0607079,0.069616906,0.084585655,0.08639951,0.072294617,0.056167311,0.044544622,0.052273344,0.088000928
7703,Belgium,Male,Rural,239.533,0.059022397,0.065415341,0.060863025,0.059903072,0.060690038,0.053692975,0.057057628,0.062710729,0.082982303,0.057091141,0.071943621,0.066339011,0.05681918,0.056410094,0.039002427,0.090057017
7711,France,Male,Rural,13308.464,0.058306192,0.060020458,0.060874748,0.056368142,0.043212228,0.051049686,0.060122187,0.058155429,0.071447062,0.070550643,0.067460881,0.063236768,0.068119523,0.066892429,0.043683033,0.100500594
7719,Germany,Male,Rural,20391.913,0.042336663,0.042901304,0.046649931,0.048416984,0.042921518,0.053294551,0.061644608,0.06057007,0.065921572,0.085949754,0.087112926,0.073912147,0.068779565,0.052463707,0.057192425,0.109932274
7727,Liechtenstein,Male,Rural,32.108,0.048839546,0.050091869,0.051309001,0.058461492,0.061702193,0.063521517,0.06282273,0.064036004,0.072119666,0.083753857,0.082325251,0.074348093,0.064205044,0.056827907,0.044169542,0.061466288
7735,Luxembourg,Male,Rural,53.458,0.058841313,0.057039977,0.061353734,0.062317153,0.051946502,0.056725315,0.071552191,0.076338103,0.078418359,0.081382223,0.075265111,0.064738322,0.055638328,0.045404826,0.034948244,0.068090303
7743,Monaco,Male,Rural,0,,,,,,,,,,,,,,,,
7751,Netherlands,Male,Rural,1600.924,0.051120025,0.058125038,0.065906677,0.060961518,0.049382474,0.04572168,0.048073687,0.054212272,0.070015459,0.078829477,0.080055891,0.073811309,0.068222264,0.069934576,0.047568353,0.078059302
7759,Switzerland,Male,Rural,2149.288,0.066893505,0.054409076,0.054406601,0.064165726,0.076716158,0.091134446,0.098638289,0.087306781,0.081930003,0.082611019,0.074392606,0.06787106,0.040340335,0.024845977,0.014486929,0.019851488
7767,Latin America and the Caribbean,Male,Rural,127296.063,0.104328691,0.105923934,0.106389744,0.098060492,0.082680625,0.073630125,0.06836964,0.062492864,0.056539033,0.050590636,0.045260092,0.038835434,0.033273672,0.025723089,0.019409025,0.028492904
7775,Caribbean,Male,Rural,12773.894,0.093828895,0.096466265,0.091844796,0.084887299,0.076065366,0.073279902,0.069509013,0.061969655,0.062918595,0.06015543,0.058411082,0.045163208,0.038589054,0.028641817,0.02276718,0.035502444
7783,Anguilla,Male,Rural,0,,,,,,,,,,,,,,,,
7791,Antigua and Barbuda,Male,Rural,69.993,0.079747546,0.080458203,0.083474344,0.08608473,0.083545147,0.073270121,0.068455365,0.057512197,0.075258568,0.088903383,0.064644754,0.050018325,0.036165149,0.021474634,0.020012102,0.030975433
7799,Aruba,Male,Rural,60.746,0.050922815,0.065498881,0.069756939,0.072030144,0.068429195,0.049254284,0.053756846,0.063338922,0.071963803,0.078766085,0.089922731,0.078122898,0.063559731,0.048004543,0.032686615,0.043985568
7807,Bahamas,Male,Rural,66.37,0.078013628,0.076368917,0.067539954,0.077205112,0.079983786,0.075791287,0.076342444,0.067102373,0.07301082,0.066678316,0.069453097,0.056981137,0.04533789,0.033478205,0.023295455,0.033417577
7815,Barbados,Male,Rural,196.997,0.06294294,0.06336353,0.062374065,0.064639223,0.070227671,0.070614747,0.07122159,0.067935742,0.074197647,0.072342477,0.077242699,0.070926016,0.056994583,0.043269134,0.027038763,0.044669173
7823,British Virgin Islands,Male,Rural,15.499,0.074985732,0.075216665,0.072772091,0.069257108,0.068813797,0.069794607,0.07229279,0.068314943,0.067549597,0.07258508,0.084427901,0.071959945,0.046893938,0.036613449,0.021266988,0.027255369
7831,Caribbean Netherlands,Male,Rural,5.025,0.055625085,0.065878787,0.068054033,0.058292567,0.054562132,0.045443105,0.048298358,0.050698741,0.070242753,0.075166007,0.082508814,0.075061897,0.073600902,0.057194954,0.048648886,0.070722977
7839,Cayman Islands,Male,Rural,0,,,,,,,,,,,,,,,,
7847,Cuba,Male,Rural,2578.919,0.04608813,0.056029386,0.064897793,0.067791806,0.069650023,0.074853009,0.065390975,0.063428459,0.088085445,0.083276057,0.083872495,0.052411164,0.049231673,0.039274272,0.033977422,0.061741891
7855,Curaçao,Male,Rural,17.546,0.05983306,0.0677421,0.072723213,0.064924233,0.05148866,0.048135449,0.051758651,0.053626268,0.062874855,0.083289047,0.083053611,0.075912988,0.066345164,0.053347623,0.041648079,0.063296998
7863,Dominica,Male,Rural,22.139,0.072999495,0.070498662,0.069565124,0.082035626,0.087696416,0.07751591,0.079020127,0.045213422,0.05385929,0.080192454,0.059147779,0.064203762,0.041716451,0.030164806,0.028547009,0.057623667
7871,Dominican Republic,Male,Rural,2239.084,0.103994537,0.107949342,0.102930016,0.091174382,0.083512129,0.074909325,0.069148785,0.061246425,0.057688099,0.053032004,0.048977702,0.041667835,0.033450681,0.023856469,0.017289967,0.029172302
7879,Grenada,Male,Rural,68.721,0.094108135,0.090604037,0.084345368,0.090832788,0.094715181,0.104679084,0.085950111,0.063885722,0.051445164,0.042648042,0.053576874,0.040388025,0.030448396,0.02167566,0.017599068,0.033098347
7887,Guadeloupe,Male,Rural,7.396,0.067829159,0.077879571,0.07425404,0.069246178,0.056949765,0.057237651,0.051293511,0.051851885,0.068313904,0.074488741,0.077504359,0.064981383,0.055978183,0.04641731,0.03611644,0.069657919
7895,Haiti,Male,Rural,4385.122,0.130611119,0.128131136,0.113438552,0.093838916,0.076295552,0.070789983,0.067975763,0.058182682,0.048763391,0.046875139,0.042267072,0.035553627,0.029966536,0.021003831,0.016934043,0.019372658
7903,Jamaica,Male,Rural,1271.946,0.088874706,0.092617408,0.091934417,0.106340616,0.084376913,0.069459097,0.059877894,0.056840906,0.060434571,0.061700612,0.05748485,0.043474917,0.037519817,0.025951835,0.022090801,0.04102064
7911,Martinique,Male,Rural,45.092,0.054757247,0.064401818,0.068080538,0.066011343,0.060077476,0.049061802,0.041601777,0.045494823,0.06711066,0.077699067,0.0831901,0.073466119,0.064598964,0.053702762,0.042304591,0.088440913
7919,Montserrat,Male,Rural,4.708,0.070029662,0.076384265,0.079725181,0.0339622,0.081383621,0.058473635,0.075891115,0.069442573,0.061583585,0.090720787,0.064379121,0.063252808,0.039512725,0.05286862,0.032786353,0.049603748
7927,Puerto Rico,Male,Rural,235.521,0.062061017,0.067425989,0.06989426,0.072867409,0.068373278,0.063998446,0.065479503,0.067884415,0.065572554,0.0634681,0.064071191,0.058017412,0.05429864,0.049885976,0.037862506,0.068839305
7935,Saint Kitts and Nevis,Male,Rural,37.63,0.08983385,0.089117359,0.09071966,0.088962563,0.075718474,0.07923326,0.082161984,0.075548992,0.065337924,0.059307286,0.058001596,0.050201214,0.040835932,0.021763493,0.013999959,0.019256455
7943,Saint Lucia,Male,Rural,150.716,0.076387381,0.078459838,0.083230283,0.087383499,0.087963252,0.074731647,0.076978828,0.070467632,0.068996232,0.06626314,0.058711461,0.04708264,0.035801316,0.028298863,0.020728357,0.038515632
7951,Saint Vincent and the Grenadines,Male,Rural,54.085,0.080911522,0.090929526,0.08852885,0.087335955,0.078636512,0.072863616,0.072411377,0.068484355,0.063186805,0.059653832,0.066317845,0.052541602,0.038390586,0.026965344,0.018287472,0.034554803
7959,Sint Maarten (Dutch part),Male,Rural,0,,,,,,,,,,,,,,,,
7967,Trinidad and Tobago,Male,Rural,1232.969,0.070129216,0.071640712,0.066764804,0.062647589,0.067204314,0.08257019,0.094062566,0.075949541,0.068334374,0.063323032,0.072051594,0.060131414,0.048913206,0.036700431,0.026421029,0.033155988
7975,Turks and Caicos Islands,Male,Rural,2.683,0.081887407,0.09252211,0.082275631,0.066418763,0.058663591,0.066841753,0.082819533,0.089192966,0.088720063,0.082973128,0.072021015,0.04949048,0.033454334,0.02355265,0.014359179,0.014807397
7983,United States Virgin Islands,Male,Rural,4.987,0.072203491,0.068693319,0.065961457,0.063179179,0.062850617,0.049986296,0.053127692,0.057849903,0.062999949,0.07092723,0.071397998,0.073401976,0.065095282,0.064089741,0.044945048,0.053290822
7991,Central America,Male,Rural,45080.027,0.116256045,0.116142398,0.114480643,0.105855765,0.087213262,0.072991285,0.065513514,0.058929703,0.053307624,0.045073979,0.037097025,0.032532304,0.028269869,0.021896695,0.018105679,0.026334208
7999,Belize,Male,Rural,194.749,0.118763586,0.115693188,0.112099638,0.10539356,0.09219945,0.08214474,0.076385715,0.06887216,0.059316974,0.04800722,0.036735102,0.026594201,0.019601379,0.013635023,0.008623702,0.015934362
8007,Costa Rica,Male,Rural,1159.323,0.083557539,0.082978727,0.091110131,0.091789975,0.084899136,0.08598592,0.078464571,0.07253337,0.064215622,0.059895196,0.056070324,0.044406843,0.03519703,0.024717175,0.017614797,0.026563643
8015,El Salvador,Male,Rural,2138.179,0.109684028,0.110345851,0.110910089,0.123077903,0.104285191,0.078855838,0.061302531,0.051739519,0.044273236,0.041449101,0.036611237,0.030585489,0.026478456,0.021473412,0.018404628,0.030523491
8023,Guatemala,Male,Rural,7872.185,0.165266131,0.150531475,0.13184483,0.106116337,0.088976759,0.072037366,0.061025296,0.050283902,0.03956189,0.03212096,0.025607983,0.020950257,0.01834602,0.014030217,0.009429467,0.013871111
8031,Honduras,Male,Rural,3813.502,0.133098804,0.130690985,0.120633947,0.108018048,0.091620554,0.078245854,0.069078142,0.056001894,0.045098172,0.038701762,0.033066298,0.027320197,0.022915534,0.016302528,0.011545632,0.01766165
8039,Mexico,Male,Rural,25990.865,0.100224859,0.10532333,0.1101453,0.104664411,0.083574332,0.070566051,0.065594784,0.061858454,0.05941232,0.050042417,0.040409881,0.036535046,0.032228154,0.025639905,0.022159197,0.031621559
8047,Nicaragua,Male,Rural,2578.977,0.128196484,0.124859076,0.112987674,0.108976951,0.101137671,0.083301699,0.072976327,0.058583214,0.045863673,0.036905244,0.032238618,0.028645788,0.022879346,0.013177919,0.01170586,0.017564458
8055,Panama,Male,Rural,1332.247,0.106720174,0.103717926,0.108147042,0.099993879,0.082099605,0.06888368,0.059697563,0.060180173,0.057472102,0.051228117,0.045619315,0.038982737,0.033562917,0.027676501,0.022792918,0.033225351
8063,South America,Male,Rural,69442.142,0.098517204,0.101030113,0.103812888,0.095423215,0.080955033,0.074109266,0.070014175,0.064902219,0.057463257,0.052412461,0.048140215,0.041763266,0.035544245,0.027670184,0.01963739,0.028604867
8071,Argentina,Male,Rural,3477.478,0.09385932,0.096948332,0.095541526,0.088860618,0.075186647,0.072677081,0.068321051,0.069210994,0.058028995,0.051138028,0.048100566,0.044611367,0.04041728,0.033657137,0.025894438,0.037546622
8079,Bolivia (Plurinational State of),Male,Rural,3471.365,0.123817182,0.124023825,0.123070763,0.09850357,0.075492044,0.06757762,0.058204586,0.054201339,0.052352982,0.047515089,0.040564011,0.036468941,0.031440483,0.025494406,0.018575466,0.022697693
8087,Brazil,Male,Rural,29148.958,0.08398212,0.090202058,0.101245615,0.094384166,0.075808432,0.072805454,0.074434069,0.06840437,0.061032897,0.056243757,0.053534835,0.047029565,0.03941046,0.030274898,0.020388262,0.030819043
8095,Chile,Male,Rural,1876.706,0.066980288,0.06468107,0.068159889,0.077215485,0.087234435,0.080409909,0.066576306,0.058823684,0.066398586,0.06913841,0.069284174,0.058199974,0.04568396,0.037966655,0.031971372,0.051275804
8103,Colombia,Male,Rural,11671.172,0.108304173,0.110748296,0.105039516,0.097970796,0.087896809,0.073561483,0.068016218,0.063480732,0.054116872,0.050294312,0.04499961,0.037843919,0.032701843,0.024995525,0.017104265,0.022925631
8111,Ecuador,Male,Rural,5883.089,0.109269914,0.108103159,0.104802345,0.094347055,0.082665699,0.075946935,0.067479224,0.063064282,0.055912084,0.048519999,0.04187471,0.037073152,0.033063775,0.025301782,0.020156266,0.032419616
8119,Falkland Islands (Malvinas),Male,Rural,0.726,0.046839138,0.085539292,0.05639411,0.071865716,0.060126431,0.067544178,0.049817103,0.065747969,0.087243439,0.114778071,0.091631686,0.068785589,0.037736885,0.046553185,0.032967107,0.016430103
8127,French Guiana,Male,Rural,40.936,0.125650481,0.121005941,0.116987595,0.099144388,0.082127826,0.06761465,0.05604059,0.05285429,0.054709843,0.053015176,0.044864095,0.038818329,0.034649848,0.022287255,0.015890327,0.014339364
8135,Guyana,Male,Rural,577.018,0.095662731,0.121463922,0.131773135,0.107183904,0.080362715,0.072836963,0.068237881,0.067328613,0.064176966,0.056631346,0.043538978,0.033957725,0.021346867,0.015117632,0.00980736,0.010573261
8143,Paraguay,Male,Rural,2836.645,0.120139124,0.113301432,0.113235728,0.109634116,0.099602451,0.081122002,0.063832075,0.052723119,0.045101807,0.042695336,0.038340495,0.033750178,0.028652445,0.021149181,0.015337824,0.021382687
8151,Peru,Male,Rural,6665.785,0.121250394,0.114224747,0.108151856,0.096546105,0.086044439,0.07657421,0.066867716,0.063346705,0.054419787,0.045578475,0.039265143,0.033134833,0.029011142,0.023260135,0.017657886,0.024666428
8159,Suriname,Male,Rural,186.236,0.101969552,0.098189431,0.101969525,0.087529975,0.069540933,0.079067473,0.077375818,0.063533137,0.065734617,0.059149964,0.055344709,0.041895593,0.030220032,0.024197671,0.018743813,0.025537758
8167,Uruguay,Male,Rural,160.843,0.063993901,0.06749903,0.06806184,0.070497027,0.070994081,0.069008792,0.065528324,0.072346905,0.070891547,0.063067686,0.06363218,0.063250206,0.056018112,0.045981049,0.034976205,0.054253115
8175,Bolivarian Republic of Venezuela,Male,Rural,3445.185,0.106171727,0.110825506,0.108840747,0.096568446,0.081939034,0.078171416,0.070653846,0.065470058,0.054851789,0.050563618,0.044920027,0.035617253,0.030425478,0.024674878,0.017405726,0.022900451
8183,Northern America,Male,Rural,66293.658,0.055727303,0.060719803,0.06579638,0.063579547,0.049264263,0.049630926,0.05431076,0.058045727,0.063366058,0.071903636,0.080886405,0.081942709,0.074052233,0.063982887,0.044044414,0.06274695
8191,Bermuda,Male,Rural,0,,,,,,,,,,,,,,,,
8199,Canada,Male,Rural,6518.663,0.055157219,0.058052407,0.059101,0.06235702,0.051848365,0.05030327,0.057410246,0.060408758,0.066060507,0.072835362,0.087311508,0.084463178,0.076057547,0.061288444,0.039992231,0.057352938
8207,Greenland,Male,Rural,7.769,0.076683133,0.079350562,0.071212298,0.06800272,0.074069868,0.081771763,0.078686233,0.06219799,0.052581361,0.082780452,0.089450997,0.0672034,0.039946971,0.028273573,0.026171453,0.021617225
8215,Saint Pierre and Miquelon,Male,Rural,0.582,0.063475459,0.072240514,0.080276187,0.076655786,0.054586483,0.048110224,0.060581154,0.062128264,0.069893989,0.08885063,0.064108195,0.075536109,0.053865726,0.056214904,0.034318756,0.039157621
8223,United States of America,Male,Rural,59766.644,0.055786682,0.061008198,0.066525791,0.063712184,0.048979142,0.049553431,0.053969474,0.057787415,0.063073517,0.071800435,0.080184679,0.081669784,0.073838146,0.064281484,0.044488798,0.063340843
8231,Oceania,Male,Rural,11506.66,0.110404544,0.109521246,0.10364225,0.092994077,0.074721115,0.06672591,0.064905181,0.061923692,0.061195719,0.053848054,0.050143079,0.04406305,0.036864611,0.029060096,0.018773077,0.021214297
8239,Australia/New Zealand,Male,Rural,3160.914,0.060818546,0.069272409,0.070651088,0.064347531,0.045000845,0.043965782,0.050846881,0.058376504,0.07209785,0.076634548,0.083536989,0.079841858,0.071851004,0.063138147,0.040271524,0.049348493
8247,Australia,Male,Rural,2530.452,0.059699533,0.068456658,0.070529426,0.064634696,0.044182133,0.04393304,0.051107364,0.058827425,0.072578672,0.076084083,0.082575404,0.079801203,0.072655037,0.064002432,0.040754524,0.050178371
8255,New Zealand,Male,Rural,630.462,0.065309866,0.072546548,0.071139399,0.063194954,0.048286865,0.0440972,0.049801397,0.056566663,0.070168004,0.078843919,0.087396449,0.080005034,0.068623901,0.059669215,0.03833293,0.046017656
8263,Melanesia,Male,Rural,7779.669,0.130724536,0.126046613,0.116648049,0.103940381,0.085798892,0.075543936,0.070696406,0.063763332,0.057235568,0.04447511,0.036776669,0.029717626,0.022985649,0.015719743,0.010220832,0.009706658
8271,Fiji,Male,Rural,413.083,0.103889439,0.107518376,0.09461956,0.080866512,0.075010837,0.073958685,0.077977629,0.067052689,0.055191752,0.053794325,0.055935471,0.050415265,0.037306232,0.028893376,0.019516475,0.018053376
8279,New Caledonia,Male,Rural,78.39,0.0928657,0.091297666,0.085193321,0.076189105,0.080354424,0.073031988,0.062136122,0.058625741,0.059125984,0.056072216,0.060427767,0.05419836,0.047268104,0.038006175,0.028737355,0.036469973
